Temps(s)  L(mm)
3.4865	0.0000
3.4870	0.0000
3.4875	0.0000
3.4880	0.0000
3.4885	0.0000
3.4890	0.1408
3.4895	-0.1408
3.4900	0.0000
3.4905	0.0000
3.4910	0.0000
3.4915	0.0000
3.4920	0.0000
3.4925	0.0000
3.4930	0.0000
3.4935	0.0000
3.4940	0.0000
3.4945	0.0000
3.4950	0.0000
3.4955	0.0000
3.4960	0.0000
3.4965	0.0000
3.4970	0.0000
3.4975	0.0000
3.4980	0.0000
3.4985	0.0000
3.4990	0.0000
3.4995	0.0000
3.5000	0.0000
3.5005	0.0000
3.5010	0.0000
3.5015	0.0000
3.5020	0.0000
3.5025	0.0000
3.5030	0.0000
3.5035	0.0000
3.5040	0.0000
3.5045	0.0000
3.5050	0.0000
3.5055	0.0000
3.5060	0.0000
3.5065	0.0000
3.5070	0.0000
3.5075	0.0000
3.5080	0.0000
3.5085	0.0000
3.5090	0.0000
3.5095	0.0000
3.5100	0.0000
3.5105	0.0000
3.5110	0.0000
3.5115	0.0000
3.5120	0.0000
3.5125	0.0000
3.5130	0.0000
3.5135	0.0000
3.5140	0.0000
3.5145	0.0000
3.5150	0.0000
3.5155	0.0000
3.5160	0.0000
3.5165	0.0000
3.5170	0.0000
3.5175	0.0000
3.5180	0.0000
3.5185	0.0000
3.5190	0.0000
3.5195	0.0000
3.5200	0.0000
3.5205	0.0000
3.5210	0.0000
3.5215	0.0000
3.5220	0.0000
3.5225	0.0000
3.5230	0.0000
3.5235	0.0000
3.5240	0.0000
3.5245	0.0000
3.5250	0.0000
3.5255	0.0000
3.5260	0.0000
3.5265	0.0000
3.5270	0.0000
3.5275	0.0000
3.5280	0.0000
3.5285	0.0000
3.5290	0.0000
3.5295	0.0000
3.5300	0.0000
3.5305	0.0000
3.5310	0.0000
3.5315	0.0000
3.5320	0.0000
3.5325	0.0000
3.5330	0.1408
3.5335	-0.1408
3.5340	0.1408
3.5345	-0.1408
3.5350	0.0000
3.5355	0.0704
3.5360	0.0423
3.5365	-0.0141
3.5370	0.0282
3.5375	-0.1268
3.5380	0.0000
3.5385	0.0000
3.5390	0.0000
3.5395	0.1690
3.5400	-0.0282
3.5405	-0.1408
3.5410	0.1268
3.5415	-0.1268
3.5420	0.1268
3.5425	-0.0282
3.5430	0.0704
3.5435	-0.1690
3.5440	0.0000
3.5445	0.1268
3.5450	-0.0704
3.5455	0.0282
3.5460	-0.0282
3.5465	-0.0563
3.5470	0.0000
3.5475	0.1408
3.5480	-0.1408
3.5485	0.1127
3.5490	-0.1127
3.5495	0.1408
3.5500	-0.0141
3.5505	0.1268
3.5510	-0.0423
3.5515	-0.2113
3.5520	0.1972
3.5525	-0.1972
3.5530	0.1127
3.5535	0.0141
3.5540	0.0563
3.5545	0.0000
3.5550	-0.0986
3.5555	0.0986
3.5560	-0.0282
3.5565	0.0704
3.5570	-0.0563
3.5575	-0.0563
3.5580	-0.0141
3.5585	-0.0986
3.5590	0.1268
3.5595	-0.0141
3.5600	0.0423
3.5605	-0.1549
3.5610	0.0000
3.5615	0.2254
3.5620	0.0141
3.5625	-0.1268
3.5630	0.0845
3.5635	-0.0986
3.5640	0.0563
3.5645	0.0704
3.5650	0.0000
3.5655	-0.0845
3.5660	0.1690
3.5665	-0.0704
3.5670	0.0704
3.5675	-0.2535
3.5680	0.2817
3.5685	-0.0282
3.5690	0.1831
3.5695	0.0141
3.5700	0.0845
3.5705	-0.0845
3.5710	0.0845
3.5715	0.0282
3.5720	-0.0141
3.5725	-0.0282
3.5730	0.0986
3.5735	0.0704
3.5740	-0.1408
3.5745	0.0845
3.5750	-0.1972
3.5755	0.3380
3.5760	-0.1831
3.5765	0.0423
3.5770	-0.1268
3.5775	0.1127
3.5780	-0.0986
3.5785	0.0423
3.5790	0.2817
3.5795	-0.0845
3.5800	-0.0282
3.5805	0.0704
3.5810	0.0141
3.5815	-0.0141
3.5820	0.0563
3.5825	-0.0563
3.5830	0.0282
3.5835	0.0000
3.5840	-0.0986
3.5845	0.0141
3.5850	0.1127
3.5855	0.0423
3.5860	-0.1831
3.5865	0.1127
3.5870	0.0141
3.5875	0.0563
3.5880	-0.1831
3.5885	0.1549
3.5890	0.0000
3.5895	0.2113
3.5900	-0.2113
3.5905	-0.0282
3.5910	-0.0282
3.5915	0.0563
3.5920	-0.0282
3.5925	-0.0423
3.5930	-0.0423
3.5935	0.1690
3.5940	-0.0141
3.5945	-0.0282
3.5950	-0.0704
3.5955	0.2113
3.5960	-0.1972
3.5965	0.1268
3.5970	0.0563
3.5975	-0.1268
3.5980	0.0563
3.5985	-0.0704
3.5990	0.0141
3.5995	-0.0282
3.6000	0.0704
3.6005	-0.0282
3.6010	0.0423
3.6015	-0.0704
3.6020	0.0282
3.6025	0.0000
3.6030	0.0141
3.6035	-0.0986
3.6040	0.1408
3.6045	-0.1408
3.6050	0.0563
3.6055	-0.0282
3.6060	0.0986
3.6065	-0.1127
3.6070	0.0000
3.6075	-0.0141
3.6080	0.1127
3.6085	0.0000
3.6090	-0.0282
3.6095	-0.0141
3.6100	0.0282
3.6105	0.0282
3.6110	-0.0704
3.6115	0.2113
3.6120	-0.0986
3.6125	-0.0423
3.6130	0.0563
3.6135	-0.0704
3.6140	0.1831
3.6145	-0.2394
3.6150	-0.0141
3.6155	0.0141
3.6160	0.3662
3.6165	-0.3380
3.6170	-0.0704
3.6175	0.4225
3.6180	-0.2676
3.6185	0.1690
3.6190	-0.1268
3.6195	-0.0563
3.6200	0.0000
3.6205	0.0282
3.6210	0.1268
3.6215	-0.3239
3.6220	0.1127
3.6225	-0.0141
3.6230	0.3099
3.6235	-0.2535
3.6240	-0.1408
3.6245	0.1408
3.6250	0.0141
3.6255	0.0282
3.6260	0.0563
3.6265	-0.0704
3.6270	0.1690
3.6275	-0.1127
3.6280	0.0282
3.6285	-0.2535
